utc_time	profile	phase	t_skeleton_ms	t_ready_ms	t_content_ms	t_first_asset_row_ms	stalls_over_4ms	stalls_over_8ms	max_stall_ms	probe_ticks	objects_total	account_delegates	asset_delegates	loading_asset_delegates	objects_settled	asset_delegates_settled	account_delegates_settled
2026-08-20T04:13:19Z	whale-8a-2000g-500c	cold	176.46	432.47	432.86	451.10	4	3	340.21	117	2813	8	0	0	6022	26	-
2026-08-20T04:13:19Z	whale-8a-2000g-500c	warm	8.31	57.71	58.12	76.33	6	3	13.12	93	2813	8	0	0	6022	26	-
2026-08-20T04:13:21Z	whale-8a-2000g-500c	cold	179.18	452.66	453.03	474.67	7	3	342.86	131	2813	8	0	0	6022	26	-
2026-08-20T04:13:21Z	whale-8a-2000g-500c	warm	5.46	43.57	43.90	57.20	4	1	11.59	90	2813	8	0	0	6022	26	-
2026-08-20T04:13:22Z	whale-8a-2000g-500c	cold	182.54	419.59	419.92	441.71	7	3	343.88	102	2813	8	0	0	6022	26	-
2026-08-20T04:13:22Z	whale-8a-2000g-500c	warm	6.40	50.49	51.05	72.21	7	2	12.66	95	2813	8	0	0	6022	26	-
2026-08-20T04:13:24Z	whale-8a-2000g-500c	cold	177.90	432.95	433.27	452.43	6	3	342.97	116	2813	8	0	0	6022	26	-
2026-08-20T04:13:24Z	whale-8a-2000g-500c	warm	4.48	45.89	46.30	60.50	5	2	9.66	93	2813	8	0	0	6022	26	-
2026-08-20T04:13:25Z	whale-8a-2000g-500c	cold	180.15	445.37	445.71	465.24	6	3	343.73	124	2813	8	0	0	6022	26	-
2026-08-20T04:13:25Z	whale-8a-2000g-500c	warm	5.85	47.68	48.07	66.11	6	2	9.68	95	2813	8	0	0	6022	26	-
2026-08-20T04:13:27Z	whale-8a-2000g-500c	cold	176.91	426.37	426.77	446.12	7	3	339.71	110	2813	8	0	0	6022	26	-
2026-08-20T04:13:27Z	whale-8a-2000g-500c	warm	3.73	35.07	35.43	49.11	3	1	13.69	88	2942	8	0	0	6022	26	-
2026-08-20T04:13:28Z	whale-8a-2000g-500c	cold	181.79	447.93	448.27	470.96	6	3	349.33	127	2813	8	0	0	6022	26	-
2026-08-20T04:13:28Z	whale-8a-2000g-500c	warm	4.02	32.11	32.41	56.12	5	1	17.50	86	2341	0	0	0	6022	26	-
2026-08-20T04:13:30Z	whale-8a-2000g-500c	cold	181.46	428.10	428.45	447.18	9	3	345.58	105	2813	8	0	0	6022	26	-
2026-08-20T04:13:30Z	whale-8a-2000g-500c	warm	6.85	50.47	50.86	64.38	6	2	9.20	93	2813	8	0	0	6022	26	-
2026-08-20T04:13:31Z	whale-8a-2000g-500c	cold	178.60	446.62	446.98	468.33	8	3	342.14	130	2813	8	0	0	6022	26	-
2026-08-20T04:13:31Z	whale-8a-2000g-500c	warm	3.81	49.48	49.92	66.98	6	2	11.93	93	2813	8	0	0	6022	26	-
2026-08-20T04:13:32Z	whale-8a-2000g-500c	cold	180.77	430.35	430.70	455.07	7	3	348.97	107	2813	8	0	0	6022	26	-
2026-08-20T04:13:32Z	whale-8a-2000g-500c	warm	6.54	54.10	54.54	72.50	6	2	12.22	95	2813	8	0	0	6022	26	-
2026-08-20T04:13:34Z	whale-8a-2000g-500c	cold	181.03	460.44	460.81	485.34	8	3	346.89	129	2813	8	0	0	6022	26	-
2026-08-20T04:13:34Z	whale-8a-2000g-500c	warm	7.51	54.40	54.82	71.32	6	2	11.45	90	2813	8	0	0	6022	26	-
2026-08-20T04:13:35Z	whale-8a-2000g-500c	cold	186.08	427.26	427.59	447.16	6	3	349.88	102	2813	8	0	0	6022	26	-
2026-08-20T04:13:35Z	whale-8a-2000g-500c	warm	4.02	34.44	34.80	50.39	6	1	9.99	92	2813	8	0	0	6022	26	-
2026-08-20T04:13:37Z	whale-8a-2000g-500c	cold	183.22	451.25	451.59	469.80	5	3	350.94	125	2813	8	0	0	6022	26	-
2026-08-20T04:13:37Z	whale-8a-2000g-500c	warm	3.60	38.93	39.27	52.30	4	1	8.72	93	2813	8	0	0	6022	26	-
2026-08-20T04:13:38Z	whale-8a-2000g-500c	cold	187.25	455.22	455.57	480.70	6	3	351.93	127	2813	8	0	0	6022	26	-
2026-08-20T04:13:38Z	whale-8a-2000g-500c	warm	6.34	49.34	49.73	67.85	5	2	10.07	97	2813	8	0	0	6022	26	-
2026-08-20T04:13:40Z	whale-8a-2000g-500c	cold	194.95	464.11	464.58	492.05	7	3	359.22	127	2813	8	0	0	6022	26	-
2026-08-20T04:13:40Z	whale-8a-2000g-500c	warm	3.65	42.25	42.60	59.23	4	2	9.85	97	2813	8	0	0	6022	26	-
2026-08-20T04:13:41Z	whale-8a-2000g-500c	cold	189.67	432.09	432.42	453.02	5	3	354.98	101	2813	8	0	0	6022	26	-
2026-08-20T04:13:41Z	whale-8a-2000g-500c	warm	4.51	45.98	46.39	66.27	5	2	15.16	94	2813	8	0	0	6022	26	-
2026-08-20T04:13:43Z	whale-8a-2000g-500c	cold	191.12	474.06	474.46	501.49	10	5	361.89	126	2813	8	0	0	6022	26	-
2026-08-20T04:13:43Z	whale-8a-2000g-500c	warm	3.90	34.93	35.30	50.92	7	1	9.90	89	2942	8	0	0	6022	26	-
2026-08-20T04:13:44Z	whale-8a-2000g-500c	cold	190.33	447.68	448.04	467.10	8	3	360.86	105	2813	8	0	0	6022	26	-
2026-08-20T04:13:44Z	whale-8a-2000g-500c	warm	3.08	38.89	39.27	52.72	3	2	8.99	95	2942	8	0	0	6022	26	-
2026-08-20T04:14:07Z	whale-8a-2000g-500c	cold	190.62	465.69	466.03	484.60	6	3	358.60	132	2813	8	0	0	6022	26	-
2026-08-20T04:14:07Z	whale-8a-2000g-500c	warm	3.38	37.72	38.05	52.19	2	2	12.32	91	2813	8	0	0	6022	26	-
2026-08-20T04:14:08Z	whale-8a-2000g-500c	cold	185.57	458.53	458.87	478.29	6	3	351.50	129	2813	8	0	0	6022	26	-
2026-08-20T04:14:08Z	whale-8a-2000g-500c	warm	3.58	34.37	34.73	49.18	6	1	10.06	89	2942	8	0	0	6022	26	-
2026-08-20T04:14:10Z	whale-8a-2000g-500c	cold	180.06	424.44	424.78	446.55	10	3	346.46	101	2813	8	0	0	6022	26	-
2026-08-20T04:14:10Z	whale-8a-2000g-500c	warm	5.65	48.02	48.43	64.88	5	2	11.67	97	2813	8	0	0	6022	26	-
2026-08-20T04:14:11Z	whale-8a-2000g-500c	cold	180.88	429.22	429.53	449.43	5	3	344.87	110	2813	8	0	0	6022	26	-
2026-08-20T04:14:11Z	whale-8a-2000g-500c	warm	8.46	55.36	55.81	75.21	7	2	12.09	97	2813	8	0	0	6022	26	-
2026-08-20T04:14:12Z	whale-8a-2000g-500c	cold	182.81	428.18	428.49	448.57	5	3	343.91	111	2813	8	0	0	6022	26	-
2026-08-20T04:14:12Z	whale-8a-2000g-500c	warm	9.78	54.66	55.10	74.29	7	3	13.90	92	2813	8	0	0	6022	26	-
2026-08-20T04:14:14Z	whale-8a-2000g-500c	cold	177.52	427.87	428.27	447.61	6	3	343.40	108	2813	8	0	0	6022	26	-
2026-08-20T04:14:14Z	whale-8a-2000g-500c	warm	7.28	52.85	53.26	72.56	4	2	16.16	96	2813	8	0	0	6022	26	-
2026-08-20T04:14:15Z	whale-8a-2000g-500c	cold	186.34	439.05	439.39	461.10	4	3	350.18	118	2813	8	0	0	6022	26	-
2026-08-20T04:14:15Z	whale-8a-2000g-500c	warm	7.26	54.99	55.44	73.95	8	2	13.24	95	2813	8	0	0	6022	26	-
2026-08-20T04:14:17Z	whale-8a-2000g-500c	cold	203.61	470.27	470.60	490.79	5	3	371.93	125	2813	8	0	0	6022	26	-
2026-08-20T04:14:17Z	whale-8a-2000g-500c	warm	3.59	33.57	33.90	51.74	3	1	9.54	93	2813	8	0	0	6022	26	-
2026-08-20T04:14:18Z	whale-8a-2000g-500c	cold	180.14	422.82	423.16	440.92	6	3	345.51	100	2813	8	0	0	6022	26	-
2026-08-20T04:14:18Z	whale-8a-2000g-500c	warm	3.55	33.63	34.01	46.86	5	1	9.17	89	2813	8	0	0	6022	26	-
2026-08-20T04:14:20Z	whale-8a-2000g-500c	cold	195.10	465.73	466.07	485.31	5	3	360.34	130	2813	8	0	0	6022	26	-
2026-08-20T04:14:20Z	whale-8a-2000g-500c	warm	6.41	42.12	42.45	58.74	4	2	14.49	91	2813	8	0	0	6022	26	-
2026-08-20T04:14:21Z	whale-8a-2000g-500c	cold	202.50	479.17	479.54	504.81	8	3	369.90	128	2942	8	0	0	6022	26	-
2026-08-20T04:14:21Z	whale-8a-2000g-500c	warm	6.58	58.17	58.65	78.89	8	2	11.54	98	2942	8	0	0	6022	26	-
2026-08-20T04:14:23Z	whale-8a-2000g-500c	cold	186.34	427.23	427.54	448.17	7	3	349.99	106	2813	8	0	0	6022	26	-
2026-08-20T04:14:23Z	whale-8a-2000g-500c	warm	6.35	51.47	51.95	71.73	6	2	11.38	95	2813	8	0	0	6022	26	-
2026-08-20T04:14:24Z	whale-8a-2000g-500c	cold	178.23	433.60	433.92	453.51	5	3	340.00	116	2813	8	0	0	6022	26	-
2026-08-20T04:14:24Z	whale-8a-2000g-500c	warm	14.77	65.69	66.14	84.72	7	3	15.10	95	2813	8	0	0	6022	26	-
2026-08-20T04:14:26Z	whale-8a-2000g-500c	cold	197.92	453.34	453.68	479.47	7	3	367.20	104	2813	8	0	0	6022	26	-
2026-08-20T04:14:26Z	whale-8a-2000g-500c	warm	6.84	47.03	47.54	68.92	5	1	12.26	96	2813	8	0	0	6022	26	-
2026-08-20T04:14:27Z	whale-8a-2000g-500c	cold	184.98	458.43	458.83	478.91	8	3	348.53	122	2813	8	0	0	6022	26	-
2026-08-20T04:14:27Z	whale-8a-2000g-500c	warm	7.90	55.99	56.40	73.85	7	3	12.40	97	2813	8	0	0	6022	26	-
2026-08-20T04:14:29Z	whale-8a-2000g-500c	cold	195.66	455.27	455.60	475.37	6	3	362.80	116	2813	8	0	0	6022	26	-
2026-08-20T04:14:29Z	whale-8a-2000g-500c	warm	4.40	47.51	47.93	67.25	9	2	10.64	94	2813	8	0	0	6022	26	-
2026-08-20T04:14:30Z	whale-8a-2000g-500c	cold	178.19	426.36	426.72	450.05	9	3	343.25	107	2813	8	0	0	6022	26	-
2026-08-20T04:14:30Z	whale-8a-2000g-500c	warm	11.09	61.05	61.49	82.04	5	3	17.23	94	2813	8	0	0	6022	26	-
2026-08-20T04:14:32Z	whale-8a-2000g-500c	cold	175.93	424.45	424.78	443.35	5	3	340.32	108	2813	8	0	0	6022	26	-
2026-08-20T04:14:32Z	whale-8a-2000g-500c	warm	8.86	58.11	58.48	76.10	6	3	13.59	95	2813	8	0	0	6022	26	-
2026-08-20T05:44:16Z	whale-8a-2000g-500c	cold	228.78	511.65	512.04	527.22	9	3	403.17	157	2869	8	0	0	6134	26	-
2026-08-20T05:44:16Z	whale-8a-2000g-500c	warm	3.40	34.25	34.65	48.42	3	1	9.40	88	2869	8	0	0	6134	26	-
2026-08-20T05:44:20Z	whale-8a-2000g-500c	cold	184.50	445.93	446.26	461.10	7	2	347.04	124	2869	8	0	0	6134	26	-
2026-08-20T05:44:20Z	whale-8a-2000g-500c	warm	10.97	50.50	50.94	65.79	9	1	11.27	124	2998	8	0	0	6134	26	-
2026-08-20T05:44:23Z	whale-8a-2000g-500c	cold	182.24	453.17	453.55	467.52	9	2	341.73	131	2869	8	0	0	6134	26	-
2026-08-20T05:44:23Z	whale-8a-2000g-500c	warm	6.87	52.57	52.96	66.22	5	1	10.17	97	2869	8	0	0	6134	26	-
2026-08-20T05:44:27Z	whale-8a-2000g-500c	cold	187.32	433.95	434.35	448.64	4	2	355.97	97	2869	8	0	0	6134	26	-
2026-08-20T05:44:27Z	whale-8a-2000g-500c	warm	4.44	40.27	40.66	50.06	6	0	7.80	89	2998	8	0	0	6134	26	-
2026-08-20T05:44:30Z	whale-8a-2000g-500c	cold	183.90	433.90	434.29	452.10	8	3	350.11	105	2869	8	0	0	6134	26	-
2026-08-20T05:44:30Z	whale-8a-2000g-500c	warm	3.58	38.74	39.12	51.58	5	0	7.01	88	2998	8	0	0	6134	26	-
2026-08-20T05:44:34Z	whale-8a-2000g-500c	cold	182.68	434.22	434.56	447.99	6	3	346.38	108	2869	8	0	0	6134	26	-
2026-08-20T05:44:34Z	whale-8a-2000g-500c	warm	13.05	63.69	64.12	77.03	7	3	13.38	92	2869	8	0	0	6134	26	-
2026-08-20T05:44:37Z	whale-8a-2000g-500c	cold	177.59	415.04	415.36	428.46	7	3	340.43	99	2869	8	0	0	6134	26	-
2026-08-20T05:44:37Z	whale-8a-2000g-500c	warm	6.14	51.72	52.22	66.89	7	1	9.78	91	2998	8	0	0	6134	26	-
2026-08-20T05:44:41Z	whale-8a-2000g-500c	cold	180.35	419.49	419.82	435.11	5	3	343.55	98	2869	8	0	0	6134	26	-
2026-08-20T05:44:41Z	whale-8a-2000g-500c	warm	9.67	59.53	60.04	73.21	6	2	11.16	95	2869	8	0	0	6134	26	-
2026-08-20T05:54:14Z	whale-8a-2000g-500c	cold	198.97	443.16	443.50	458.41	6	2	365.77	103	2869	8	0	0	6134	26	16
2026-08-20T05:54:14Z	whale-8a-2000g-500c	warm	6.60	51.44	51.84	63.87	7	2	11.37	93	2869	8	0	0	6134	26	16
2026-08-20T05:54:17Z	whale-8a-2000g-500c	cold	184.96	453.76	454.15	472.54	8	2	349.87	128	2869	8	0	0	6134	26	16
2026-08-20T05:54:17Z	whale-8a-2000g-500c	warm	4.02	35.70	36.10	47.38	6	0	7.09	86	2998	8	0	0	6134	26	16
2026-08-20T05:54:21Z	whale-8a-2000g-500c	cold	196.85	450.45	450.84	469.83	7	3	364.70	103	2869	8	0	0	6134	26	16
2026-08-20T05:54:21Z	whale-8a-2000g-500c	warm	3.88	34.84	35.18	45.81	9	0	6.90	87	2869	8	0	0	6134	26	16
2026-08-20T05:54:24Z	whale-8a-2000g-500c	cold	179.50	415.82	416.14	429.75	8	3	342.10	97	2869	8	0	0	6134	26	16
2026-08-20T05:54:24Z	whale-8a-2000g-500c	warm	8.62	59.53	60.16	74.97	5	3	12.18	94	2998	8	0	0	6134	26	16
2026-08-20T05:54:28Z	whale-8a-2000g-500c	cold	175.34	418.15	418.48	432.04	8	3	337.90	98	2869	8	0	0	6134	26	16
2026-08-20T05:54:28Z	whale-8a-2000g-500c	warm	5.46	49.04	49.44	63.21	5	1	9.99	92	2869	8	0	0	6134	26	16
2026-08-20T05:54:31Z	whale-8a-2000g-500c	cold	183.49	424.31	424.64	439.47	4	2	348.55	102	2869	8	0	0	6134	26	16
2026-08-20T05:54:31Z	whale-8a-2000g-500c	warm	14.48	66.83	67.28	80.57	7	3	14.81	93	2869	8	0	0	6134	26	16
2026-08-20T05:54:35Z	whale-8a-2000g-500c	cold	182.74	449.83	450.21	464.15	6	3	346.59	125	2869	8	0	0	6134	26	16
2026-08-20T05:54:35Z	whale-8a-2000g-500c	warm	6.81	46.21	46.58	59.45	6	0	7.79	89	2998	8	0	0	6134	26	16
2026-08-20T05:54:38Z	whale-8a-2000g-500c	cold	185.23	450.56	450.93	469.68	8	3	353.21	110	2869	8	0	0	6134	26	16
2026-08-20T05:54:38Z	whale-8a-2000g-500c	warm	3.39	35.67	36.05	48.75	6	1	10.34	88	2869	8	0	0	6134	26	16
